Wind;PV_rt
0,083366;0,064160763
0,096184;0,068858084
0,15029;0,069153774
0,15705;0,050822953
0,16974;0,051308384
0,24633;0,041498621
0,25902;0,051066632
0,25902;0,061843405
0,21143;0,050422279
0,15705;0,043269868
0,12323;0,037299253
0,08459;0,031669595
0,10584;0,031690784
0,15512;0,024652989
0,15977;0,013803016
0,20418;0,009494522
0,16158;0,004807988
0,15705;0,000299475
0,13193;0
0,085556;0
0,08459;0
0,08459;0
0,12323;0
0,13579;0
0,086522;0
0,083366;0
0,052153;0
0,038689;0
0,038689;0
0,033377;0
0,013902;0
0,012131;0
0,012131;0
0,012131;0
0,012131;0
0,011636;0
0,0037086;0
